Date,Open,High,Low,Close,Volume
2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,84224600
2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,89704800
2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,79060400
2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,63203600
2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,78506000
2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,71843800
2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,64903900
2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,72197300
2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,53631500
2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,52946400
2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,82342100
2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,73966600
2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,87003700
2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,69997500
2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,63435400
2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,67820600
2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,45656600
2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,56814900
2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,53886100
2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,44931800
2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,68665700
2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,59489700
2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,61694500
2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,54048300
2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,59289000
2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,63563400
2022-08-18,426.8599853515625,428.6099853515625,425.5,427.8900146484375,49023200
2022-08-19,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,68016900
2022-08-22,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,77695600
2022-08-23,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,49105200
2022-08-24,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,49177800
2022-08-25,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,50942300
2022-08-26,419.3900146484375,419.9599914550781,405.25,405.30999755859375,103087000
2022-08-29,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,65370800
2022-08-30,403.8500061035156,404.1000061035156,396.0,398.2099914550781,85652400
2022-08-31,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,76029700
2022-09-01,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,78740100
2022-09-02,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,99632100
2022-09-06,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,76637400
2022-09-07,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,70964200
2022-09-08,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,80821700
2022-09-09,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,76706900
2022-09-12,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,69256300
2022-09-13,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,122947100
2022-09-14,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,85023700
2022-09-15,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,87633800
2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,103084800
2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,73278500
2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,77274900
2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,106746600
2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,89472600
2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,122346900
2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,92581200
2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,108294100
2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,110802200
2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,112952300
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,153711200
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,89756500
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,103602800
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,88065700
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,82333500
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,107789500
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,76042800
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,92482800
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,76991800
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,147254500
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,123737000
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,93168200
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,97162900
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,79746900
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,88283100
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,131038400
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,85436900
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,78846300
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,74427200
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,78167400
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,100120900
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,59857300
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,51638200
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,70911500
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,66970900
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,84022200
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,78694900
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,70769700
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,64913500
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,88389300
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,61555700
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,76431500
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,89257800
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,82655900
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,83742300
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,96242400
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,108194400
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,80444700
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,96438600
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,99706800
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,108310600
